E_slope,E_intercept,nu,alpha_base,alpha_slope,SS316_T_ref,SS316_k_ref,SS316_alpha,iteration1_keff,iteration1_avg_fuel_temp,iteration1_max_fuel_temp,iteration1_max_monolith_temp,iteration1_max_global_stress,iteration1_monolith_new_temperature,iteration1_Hcore_after,iteration1_wall2,iteration2_keff,iteration2_avg_fuel_temp,iteration2_max_fuel_temp,iteration2_max_monolith_temp,iteration2_max_global_stress,iteration2_monolith_new_temperature,iteration2_Hcore_after,iteration2_wall2
-65652678.88239522,213145495984.21655,0.2552987155497683,9.693711016774016e-06,5.308880389665443e-09,1007.2546078883324,21.49682275003902,0.0107026341910922,1.1133589146381233,1012.08,1096.41,1060.47,204.08,953.975142077719,152.33975498768635,29.90873066192343,1.1038117509087866,1000.32,1073.33,1035.67,168.31,950.5939236826198,152.32890254226578,29.90615794740109
-64641998.14874767,217791569218.77023,0.2867279945367907,9.82047900375773e-06,5.284859555853921e-09,969.4200309796648,20.24920419199326,0.0149686230783145,1.113358914638123,1029.17,1126.04,1094.63,273.68,959.8176750067717,152.37244448712462,29.92204898035334,1.1036905714693044,1003.88,1080.11,1043.24,196.5,951.5730768045332,152.34584654519574,29.91603812325788
-74458211.99334718,216344172260.37973,0.3088432438702944,9.330778620250628e-06,4.6335816182194456e-09,851.4250230573851,26.7061983337338,0.0140686134229895,1.113358914638121,1006.57,1086.49,1049.17,182.06,952.2565332367756,152.1616049335683,29.89944684445989,1.1045014142787315,996.89,1067.04,1028.36,151.78,949.694622103824,152.1540983933887,29.897489905886296
-68209671.3333271,248839969853.2632,0.2906920244505436,1.1108595393100429e-05,4.758578010569665e-09,851.6170807687404,28.46140134264782,0.0146319486080193,1.113358914638128,1002.36,1078.71,1040.36,237.22,951.0295377447562,152.43392954135362,29.932010180874936,1.103153133613614,994.01,1061.25,1022.15,199.06,948.9923935688828,152.42733604774537,29.93017238509558
-73150587.5413489,189252024626.0092,0.3231543962676931,8.969914880523368e-06,5.083006136815621e-09,747.4777405638206,23.316326474753225,0.0158931039290889,1.1133589146381258,1008.45,1089.91,1053.06,158.28,952.831657222041,152.19218921939762,29.90421914325144,1.104007723445142,996.25,1065.62,1026.89,125.96,949.5516897179004,152.18226831331458,29.90165714321009
-80599585.49572916,218957984745.27316,0.3425557578865709,1.020393878458455e-05,5.0614264782522836e-09,1018.377814798254,21.244738096858352,0.014610133009222,1.113358914638133,1029.57,1126.72,1095.42,274.28,959.9580778104706,152.38757759291852,29.93855694695385,1.1030659970602947,1005.01,1082.13,1045.55,199.87,951.9102291559688,152.36174502762648,29.932427855663903
-69214747.61649087,185978181826.9721,0.2795475296151015,9.906867252004816e-06,6.407051340251765e-09,863.2600249303865,23.091825344001176,0.0119013644856251,1.113358914638125,1008.2,1089.45,1052.54,172.32,952.7530271177264,152.5629037791882,29.937929637675342,1.1032390921701838,998.04,1068.9,1030.79,143.8,949.994588256426,152.5529651304179,29.93551319307881
-74315048.30042386,185910780028.3959,0.3359054050470679,9.79943921155355e-06,4.531285063372141e-09,985.1002776812398,22.094943654308167,0.0143830884155747,1.1133589146381258,1021.57,1113.0,1079.53,188.98,957.1809175771218,152.2248834414378,29.91617811474734,1.103672274611639,1002.37,1077.15,1039.89,143.52,951.1358435911816,152.20692417461154,29.91180330306959
-64976597.13448544,175642707604.4866,0.2840401785420315,8.86709615238614e-06,3.853072351070409e-09,947.2039210795152,27.322809097912085,0.0126443503606778,1.1133589146381295,1009.33,1091.5,1054.87,130.92,953.1051186587569,151.9579735047011,29.871128262989707,1.1049564020154952,999.59,1071.88,1033.9,110.67,950.3806243629411,151.9508800306062,29.869335039314585
-65094834.24054819,177381820506.77377,0.2757619427839457,9.710397038094874e-06,5.247653609670971e-09,888.9442088518078,22.94621709035822,0.0132956358616216,1.113358914638112,1016.54,1104.23,1069.43,170.09,955.4819842229304,152.33597167233873,29.91361049946042,1.1037763089123631,1002.08,1076.65,1039.33,137.01,951.0526486086908,152.32182690360673,29.91033255944085
